Mediterranean;30/12/2019;45;0;0;0;Presumed drowning;Unspecified location off the coast of Libya;33.236144031382, 12.590751031285;http://bit.ly/38S8pgN
Europe;28/12/2019;0;0;0;0;Drowning;Unspecified location in the Evros/Meriç river, Evros region, Greece;40.910459471231, 26.256949499334;http://bit.ly/31trGCU
North Africa;28/12/2019;40;0;0;0;Presumed drowning;Unspecified location between Morocco and Canary Islands, Spain;25.890635194471, -16.333864782109;https://bit.ly/2SOwdxf
East Asia;27/12/2019;0;0;3;0;Unknown;Bodies found on boat near Sado Island, Niigata, Japan;38.154018233313, 138.086032653130;http://bit.ly/2sCnBz1
Central America;27/12/2019;0;0;1;0;Violence;Santa Bárbara, Honduras (died after injuries sustained on October 28 when he was attacked in a migrant caravan);14.921917700000, -88.237599100000;https://bit.ly/2txBrmH
North Africa;27/12/2019;0;1;0;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;23.649993000000, 14.543594000000;
Middle East;26/12/2019;0;0;0;0;Drowning;Van lake near Adilcevaz, Bitlis, Turkey;38.777228612085, 42.739257582031;http://bit.ly/2ZG2Y19
US-Mexico Border;25/12/2019;0;0;1;0;Sickness;Laredo Medical Center in Laredo, Webb County, Texas, USA;27.530891056883, -99.481759778113;http://bit.ly/2G89GEk
Sub-Saharan Africa;25/12/2019;0;0;1;0;Sickness and lack of access to medicines;Bamako, Mali;-7.995856000000, 12.617282000000;
North Africa;25/12/2019;0;1;0;0;Excessive Physical Abuse;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;25/12/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Sabratha, Libya;38.120720000000, 13.307010000000;
North Africa;25/12/2019;0;1;0;1;Sickness and lack of access to medicines;Sabha, Libya;27.022490000000, 14.440990000000;
Sub-Saharan Africa;24/12/2019;0;2;0;2;Sickness and lack of access to medicines;Ndjamena, Chad;12.113160000000, 15.049120000000;
North Africa;24/12/2019;0;0;1;0;Sickness and lack of access to medicines;Qatrun, Libya;24.934383000000, 14.633161000000;
North Africa;24/12/2019;0;0;1;0;Excessive Physical Abuse;Tripoli, Libya;32.895340000000, 13.181050000000;
Middle East;24/12/2019;0;0;0;0;Air strike;Al-Raqw market in Saada, Yemen;17.245364805636, 43.239093360326;http://bit.ly/2FjolvD
Mediterranean;24/12/2019;0;0;1;0;Unknown;Body found floating near El Sarchal, Ceuta, Spain;35.888792367704, -5.292709558712;http://bit.ly/2Qds7Nw
Sub-Saharan Africa;24/12/2019;0;1;1;2;Vehicle Accident;Dedougou, Burkina Faso;-3.470043000000, 12.448416000000;
Sub-Saharan Africa;24/12/2019;0;0;1;0;Vehicle Accident;Unspecified location in the Central African Republic;22.524866000000, 9.987734000000;
Europe;23/12/2019;4;3;3;2;Drowning;Danube River near Karavukovo, Serbia, near border with Croatia;45.492211859695, 19.093471134766;http://bit.ly/2Qzo6Sx
Southeast Asia;23/12/2019;0;0;1;1;Sickness and lack of access to medicines;Rakhine State, Myanmar;21.109070000000, 92.651732000000;
North Africa;23/12/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Suffocation;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;22/12/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;22/12/2019;0;0;1;0;Fall from vehicle;Unspecified location in the desert, Libya;23.649993000000, 14.543594000000;
North Africa;22/12/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;23.649993000000, 14.543594000000;
Europe;22/12/2019;0;1;0;0;Unknown;Between Kirki and Alexandroupolis, Evros Region, Greece;40.906817440243, 25.840116946924;https://bit.ly/37uUxIx
Southeast Asia;22/12/2019;0;0;2;0;Dehydration;Lampang Province, Thailand;18.242307000000, 99.145007000000;
Sub-Saharan Africa;22/12/2019;0;0;2;1;Vehicle Accident;Sevare, Mali;-4.095111000000, 14.522790000000;
Southeast Asia;21/12/2019;0;1;1;1;Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;13.767867000000, 100.782065000000;
Southeast Asia;21/12/2019;0;1;1;2;Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;13.762564000000, 100.830221000000;
North Africa;21/12/2019;0;1;0;0;Sickness and lack of access to medicines;Tripoli, Libya;32.895340000000, 13.181050000000;
North Africa;20/12/2019;0;1;0;0;Sickness and lack of access to medicines;Qatrun, Libya;24.934383000000, 14.633161000000;
US-Mexico Border;20/12/2019;0;0;0;0;Mixed;Cumulative total 1 Jan - 20 Dec 2019 for Webb County Medical Examiner’s Office, Texas;27.531364500000, -99.428485200000;
Sub-Saharan Africa;20/12/2019;0;0;1;0;Electrocution;Agadez, Niger;7.985996000000, 16.975448000000;
US-Mexico Border;19/12/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.346964500000, -111.518373600000;http://www.humaneborders.info/
Mediterranean;19/12/2019;0;1;0;0;Unknown;Body found upon disembarkation on Chafarinas Island, Spain;35.179670616173, -2.429624658968;http://bit.ly/2tme0fH
Sub-Saharan Africa;19/12/2019;0;0;1;0;;Between Gossi and Hombori, Mali;-1.451000000000, 15.494677000000;
Sub-Saharan Africa;19/12/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse;Agadez, Niger;16.973140000000, 7.989740000000;
North Africa;18/12/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;23.649993000000, 14.543594000000;
North Africa;18/12/2019;0;1;0;1;Sickness and lack of access to medicines;Murzuq, Libya;25.915070000000, 13.916440000000;
Sub-Saharan Africa;18/12/2019;0;1;1;0;Dehydration;Garin Kouka, Niger;12.959020000000, 3.512500000000;
North Africa;18/12/2019;0;0;1;0;Sickness and lack of access to medicines;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;18/12/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse;Qatrun, Libya;24.934383000000, 14.633161000000;
North Africa;18/12/2019;0;0;1;1;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Bani Walid, Libya;31.764020000000, 14.035110000000;
Mediterranean;18/12/2019;0;3;1;1;Presumed drowning;Recovered on beach in Driouch region, Morocco;35.187732269556, -3.375644698242;https://bit.ly/2trQPAG
Europe;18/12/2019;0;0;1;0;Drowning;Isonzo river, between Gradisca and Sagrado, Italy;45.881492295409, 13.494343026794;https://bit.ly/39COseW
US-Mexico Border;18/12/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.017756700000, -112.164876400000;http://www.humaneborders.info/
US-Mexico Border;18/12/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.017756700000, -112.164876400000;http://www.humaneborders.info/
Southeast Asia;18/12/2019;0;2;2;2;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse, Shot or stabbed;Unspecified location in the Andaman Sea/Bay of Bengal;10.621857000000, 96.890101000000;
Sub-Saharan Africa;18/12/2019;0;1;0;0;Vehicle Accident;Segou, Mali;-6.249892000000, 13.427836000000;
Europe;17/12/2019;0;0;1;0;Hit by vehicle;E42 motorway near Vaulx, Belgium;50.597638474288, 3.445888463321;http://bit.ly/2rK0vGv
Mediterranean;17/12/2019;5;0;0;0;Unknown;35 miles off the coast of Motril, Granada, Spain in the Alboran Sea;36.374076442115, -3.578461104687;http://bit.ly/2tzuvW6
North Africa;17/12/2019;0;2;0;0;Sickness and lack of access to medicines, Starvation, Vehicle Accident;Ghadames, Libya;30.159700000000, 9.697910000000;
Mediterranean;16/12/2019;0;0;0;0;Unknown;Body found on patera arriving in Alboran, Spain;35.738657092564, -3.063179920313;http://bit.ly/2tzuvW6
Mediterranean;16/12/2019;24;0;0;0;Drowning;Unspecified location in the Alboran Sea near Morocco;35.575701636239, -3.324309453125;http://bit.ly/2tzuvW6
Mediterranean;16/12/2019;0;0;0;0;Unknown;Off the coast of Al-Khums, Libya;32.799780949670, 14.363724002180;
Mediterranean;16/12/2019;56;9;0;0;Presumed drowning;Unspecified location in the Alboran Sea, between Morocco and Spain;35.763981352006, -3.273141230342;http://archive.ph/3dgWP
Mediterranean;16/12/2019;17;1;1;0;Presumed drowning;Off the coast of Plage de Bousfer, Oran, Algeria. Remains recovered near Sidi-Fredj, Algiers and Jijel);35.829754886051, -0.960676505342;http://archive.ph/fN9WA
Central America;15/12/2019;0;0;1;0;Struck by train;Train tracks at the intersection of Insurgentes and 17 Junio streets in San Patricio, Chihuahua, Mexico;28.693108078255, -106.091735282000;http://bit.ly/2Z6uZ1A
Sub-Saharan Africa;15/12/2019;0;0;1;0;Sickness and lack of access to medicines;Ougadougou, Burkina Faso;-1.521050000000, 12.368721000000;
North Africa;15/12/2019;0;0;0;1;Sickness and lack of access to medicines, Starvation, Vehicle Accident, Excessive Physical Abuse, Sexual abuse;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;15/12/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Vehicle Accident;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;15/12/2019;0;0;1;0;Sickness and lack of access to medicines;Unspecified location in the desert, Libya;23.649993000000, 14.543594000000;
North Africa;14/12/2019;0;1;0;0;Vehicle Accident;Umm Al Aranib, Libya;26.140951000000, 14.735026000000;
North Africa;14/12/2019;0;1;0;0;Sickness and lack of access to medicines;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;14/12/2019;0;0;1;0;Excessive Physical Abuse;Tripoli, Libya;32.895340000000, 13.181050000000;
Southeast Asia;14/12/2019;0;1;1;1;Starvation, Harsh weather/lack of adequate shelter, Excessive Physical Abuse;Unspecifed location in the Andaman Sea/Bay of Bengal;9.831246000000, 97.823939000000;
Southeast Asia;14/12/2019;0;2;2;2;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;13.778173000000, 100.730993000000;
Sub-Saharan Africa;14/12/2019;0;1;1;1;Sickness and lack of access to medicines, Vehicle Accident;Sikasso, Mali;-5.691763000000, 11.316677000000;
Sub-Saharan Africa;14/12/2019;0;1;2;1;;Timbuktu, Mali;-3.002443000000, 16.765672000000;
Sub-Saharan Africa;14/12/2019;0;0;3;0;;Timbuktu, Mali;-3.002443000000, 16.765672000000;
Sub-Saharan Africa;14/12/2019;0;0;1;0;Vehicle Accident;Mao, Chad;15.319662000000, 14.130759000000;
Sub-Saharan Africa;13/12/2019;0;0;2;2;Vehicle Accident;Bamako, Mali;-7.995856000000, 12.617282000000;
North Africa;12/12/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration;Sabratha, Libya;38.120720000000, 13.307010000000;
Sub-Saharan Africa;12/12/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Faya Largeau, Chad;17.920710000000, 19.096620000000;
North Africa;12/12/2019;0;0;1;0;Shot;Unspecified location in Egypt near border with Libya;23.649993000000, 14.543594000000;
Europe;11/12/2019;0;0;1;0;Electrocution on railway;Train tracks in Serbia near Croatian border after leaving from Sid Reception Center;45.139406472359, 19.179559008154;http://bit.ly/38PwYvP
Sub-Saharan Africa;11/12/2019;0;2;0;1;Vehicle Accident;Bouake, Ivory Coast;-5.033005000000, 7.686422000000;
Mediterranean;10/12/2019;6;0;0;0;Drowning;Off the coast of Maghdia, Tlemcen, Algeria;34.847013200000, -1.731003300000;http://bit.ly/2RCxhDL
US-Mexico Border;10/12/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.402664900000, -111.427588800000;http://www.humaneborders.info/
US-Mexico Border;10/12/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;10/12/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;10/12/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;10/12/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.413856800000, -113.201252800000;http://www.humaneborders.info/
Sub-Saharan Africa;10/12/2019;0;1;1;1;Starvation, Dehydration;Diffa, Niger;12.615984000000, 13.312781000000;
Sub-Saharan Africa;09/12/2019;0;0;2;2;Sickness and lack of access to medicines;Cotonou, Benin;2.387595000000, 6.369104000000;
Sub-Saharan Africa;09/12/2019;0;2;0;0;Vehicle Accident;Sikasso, Mali;-5.691763000000, 11.316677000000;
Sub-Saharan Africa;09/12/2019;0;1;1;0;Sickness and lack of access to medicines, Dehydration;Unspecified location in Niger desert near border with Libya;23.085229000000, 13.422988000000;
North Africa;08/12/2019;0;0;1;0;Sickness and lack of access to medicines;Kufra, Libya;23.848018000000, 21.993292000000;
North Africa;08/12/2019;0;1;1;1;Starvation, Harsh weather/lack of adequate shelter, Vehicle Accident;Algiers, Algeria;36.771570000000, 3.059270000000;
North Africa;08/12/2019;0;0;2;1;Sickness and lack of access to medicines, Starvation, Vehicle Accident;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;08/12/2019;0;0;1;0;;Unspecified location in the desert, Libya;23.649993000000, 14.543594000000;
Europe;08/12/2019;0;0;4;0;Hypothermia;Evros region, Greece: four bodies found near Korimvos, Greece;41.353333400000, 26.197478000000;http://bit.ly/36ohFIb
Europe;08/12/2019;0;2;0;0;Hypothermia;Evros region, Greece: two bodies found near Evros/Meriç river in the village of Gemisti;40.962742400000, 26.331763700000;http://bit.ly/36ohFIb
Central America;08/12/2019;0;1;0;0;Shot;Near Juan Rodríguez Clara, Veracruz, Mexico;17.993680400000, -95.401615800000;https://bit.ly/2PD8oVV
US-Mexico Border;08/12/2019;0;1;0;1;Bacterial infection, Sickness and lack of access to medicines;Providence Children's Hospital, El Paso, Texas (girl was apparently ill when apprehended by US Border Patrol on 6 December 2019);31.771027200000, -106.500133200000;https://wapo.st/35q7tix
Sub-Saharan Africa;08/12/2019;0;0;1;1;Sickness and lack of access to medicines;Dori, Burkina Faso;-0.028013000000, 14.027880000000;
Sub-Saharan Africa;08/12/2019;0;1;0;0;Sickness and lack of access to medicines;Ougadougou, Burkina Faso;-1.521050000000, 12.368721000000;
Central America;07/12/2019;0;0;1;0;Drowning;Río Bravo, near Reynosa Díaz, Tamaulipas, Mexico;26.202726723500, -98.444762482291;http://bit.ly/2RAdlBq
Southeast Asia;07/12/2019;0;1;1;1;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;13.764601000000, 100.760158000000;
Sub-Saharan Africa;07/12/2019;0;0;1;0;Excessive Physical Abuse;Abidjan, Ivory Coast;-4.024984000000, 5.348450000000;
Sub-Saharan Africa;07/12/2019;0;0;1;1;Vehicle Accident;Ougadougou, Burkina Faso;-1.521050000000, 12.368721000000;
North Africa;07/12/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;23.649993000000, 14.543594000000;
North Africa;07/12/2019;0;1;0;0;Sickness and lack of access to medicines;Tripoli, Libya;32.895340000000, 13.181050000000;
North Africa;06/12/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;06/12/2019;0;0;1;1;Starvation, Harsh weather/lack of adequate shelter;Ghadames, Libya;30.159700000000, 9.697910000000;
North Africa;06/12/2019;0;0;1;0;Starvation, Dehydration;Qatrun, Libya;24.934383000000, 14.633161000000;
Mediterranean;06/12/2019;0;0;0;0;Presumed drowning;Body recovered in Bouyafar, Morocco;35.246158200000, -3.148969500000;http://bit.ly/2E2MbLQ
Central America;06/12/2019;0;0;1;0;Fell from train;Near Soledad de Doblado, Veracruz, Mexico;19.050168300000, -96.425314000000;https://bit.ly/2YGaKYa
Southeast Asia;06/12/2019;0;2;2;2;Sickness and lack of access to medicines, Excessive Physical Abuse;Bangkok, Thailand;13.777167000000, 100.791548000000;
Southeast Asia;06/12/2019;0;1;1;2;Sickness and lack of access to medicines, Starvation;Kelantan State, Malaysia;5.927607000000, 101.983267000000;
Sub-Saharan Africa;06/12/2019;0;0;3;1;Sickness and lack of access to medicines;Tongomayel, Burkina Faso;-1.432042000000, 14.077765000000;
Sub-Saharan Africa;06/12/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Sexual abuse;Kayes, Mali;-11.444687000000, 14.435103000000;
Central America;05/12/2019;0;0;1;0;Fall from train;Train tracks near Hermosillo, Sonora, Mexico;29.072983200000, -110.955929400000;http://bit.ly/2sT6cCh
US-Mexico Border;05/12/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;05/12/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;05/12/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.715376800000, -111.395201400000;http://www.humaneborders.info/
Sub-Saharan Africa;05/12/2019;0;0;3;1;;Koro, Mali;-3.083854000000, 14.071406000000;
Sub-Saharan Africa;04/12/2019;0;0;0;0;Drowning;Off the coast of Nouadhibou, Mauritania - boat departed from The Gambia;20.994842600000, -17.008374800000;http://bit.ly/2LpoJMV
US-Mexico Border;04/12/2019;0;0;1;0;Unknown;Pima County jurisdiction, Arizona, USA;31.555053400000, -111.146022700000;http://www.humaneborders.info/
Sub-Saharan Africa;04/12/2019;0;1;0;1;Sickness and lack of access to medicines;Ougadougou, Burkina Faso;-1.521050000000, 12.368721000000;
